instruction_text,thisN,thisTrialN,thisRepN,key_resp_instruction.keys,key_resp_instruction.rt,key_resp_instruction.duration,clip_file,clip_path,sound_path,movie,subtitles,n_cut,clip_num,first_cut,second_cut,clip_duration,attention_check_question,attention_check_correct,attention_check_distractor_1,attention_check_distractor_2,attention_check_distractor_3,prac_attention_resp.keys,prac_attention_resp.rt,prac_attention_resp.duration,exp_atttention_resp.keys,exp_pause_resp.keys,exp_atttention_resp.rt,exp_atttention_resp.duration,exp_pause_resp.rt,exp_pause_resp.duration,instruction_trials.thisRepN,instruction_trials.thisTrialN,instruction_trials.thisN,instruction_trials.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,thisRow.t,notes,assigned_ls_group,instructions.started,text_instruction.started,key_resp_instruction.started,instructions.stopped,instruction_trials.key_resp_instruction.keys,instruction_trials.key_resp_instruction.rt,instruction_trials.key_resp_instruction.duration,informed_consent.started,slider_informed_consent.started,text_informed_consent.started,informed_consent.stopped,slider_informed_consent.response,slider_informed_consent.rt,begin_practice.started,begin_practice_text.started,begin_practice.stopped,Practice_clip_name,Practice_video_used,Practice_audio_used,Practice_modality,Practice_subtitles,Practice_attention_check,practice_clip.started,prac_feedback.started,prac_fixation_cross.started,prac_fixation_cross.stopped,prac_clip.started,prac_sound.started,prac_sound.stopped,prac_clip.stopped,practice_clip.stopped,Practice_all_cut_rts,practice_attention_check.started,practice_attention_check.stopped,practice_trials.prac_attention_resp.keys,Practice_correct_key_required,prac_attention_resp.started,prac_question.started,prac_options.started,practice_trials.prac_attention_resp.rt,practice_trials.prac_attention_resp.duration,begin_experiment.started,begin_experiment_text.started,begin_experiment_text.stopped,begin_experiment.stopped,video_used,audio_used,condition_modality,experiment_clip.started,exp_fixation_cross.started,exp_fixation_cross.stopped,exp_clip.started,exp_sound.started,exp_clip.stopped,exp_sound.stopped,experiment_clip.stopped,all_cut_rts,experiment_attention_check.started,experiment_attention_check.stopped,experiment_trials.exp_atttention_resp.keys,experiment_pause.started,experiment_pause.stopped,experiment_trials.exp_pause_resp.keys,correct_key_required,exp_atttention_resp.started,exp_question.started,exp_options.started,experiment_trials.exp_atttention_resp.rt,experiment_trials.exp_atttention_resp.duration,exp_pause_text.started,exp_pause_resp.started,exp_countdown.started,experiment_trials.exp_pause_resp.rt,experiment_trials.exp_pause_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,84,0,84,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,84,0,84,0,1155.5692684999958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_27_nosub_1.mp4,audios/clip_wurst_27_nosub_1.mp3,audiovisual,1155.564224599977,1155.9533650999947,1156.1565594999993,1156.1565594999993,1156.1537625666572,1166.5618967999762,,1166.3538604999776,[6.002679099998204],1166.4485367999878,1166.448621299991,None,1166.4486903999932,1166.4487105000007,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,85,0,85,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,85,0,85,0,1166.5618967999762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_11_nosub_0.mp4,audios/silence.mp3,visual,1166.555942499981,1166.9616224999772,1167.1630992999999,1167.1630992999999,1167.1625921666603,1177.3987860999769,1168.413945999986,1177.1954698999762,[],1177.2920650999877,1177.2921070999873,None,1177.2921389999974,1177.292158199998,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,86,0,86,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,86,0,86,0,1177.3987860999769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_18_sub_1.mp4,audios/silence.mp3,visual,1177.3926969000022,1177.8042818999966,1178.0050092999882,1178.0050092999882,1178.0046685666641,1188.2272451999888,1179.2568862999906,1188.03687109999,[7.00639179997961],1188.1261680999887,1188.126247999986,None,1188.1262978999875,1188.1263193999766,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,87,0,87,,,,,,,,,,,,,,,,,,,,,,1,None,3.0302148000046145,None,,,,,,,,,,,87,0,87,0,1188.2272451999888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_01_nosub_1.mp4,audios/silence.mp3,visual,1188.2210314999975,1188.6268772999756,1188.827775199985,1188.827775199985,1188.8270652666436,1198.9697062999767,1190.079273099982,1198.859596299997,[4.95344759998261],1198.9646303999762,1202.0095235999906,1,1202.0095911999815,1202.0096155999927,None,1,1198.9697062999767,1198.9697062999767,1198.9697062999767,3.0302148000046145,None,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,88,0,88,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,88,0,88,0,1202.1354995000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_14_sub_2.mp4,audios/silence.mp3,visual,1202.1291244999738,1202.5094159999862,1202.709839999996,1202.709839999996,1202.709668266649,1212.8057908999908,1203.9613627999788,1212.6089016999758,[5.9892866000009235],1212.7006544999895,1212.7006851999904,None,1212.7007160999929,1212.7007305999869,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,89,0,89,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,89,0,89,0,1212.8057908999908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_22_sub_2.mp4,audios/silence.mp3,visual,1212.8000868999807,1213.2017345999775,1213.4016141999746,1213.4016141999746,1213.4012008666507,1224.3372035999782,1214.6531089999771,1224.1511868999805,[],1224.2377917999984,1224.2378281999845,None,1224.237862399983,1224.2378787999914,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,90,0,90,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,90,0,90,0,1224.3372035999782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_29_nosub_0.mp4,audios/silence.mp3,visual,1224.3311906000017,1224.7366962999804,1224.937218499981,1224.937218499981,1224.937240866657,1235.1722136999888,1226.188969299983,1234.9694198999787,[],1235.0653564999811,1235.0653914999857,None,1235.0654321999755,1235.0655038999976,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,91,0,91,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,91,0,91,0,1235.1722136999888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_07_sub_0.mp4,audios/silence.mp3,visual,1235.1630434999825,1235.5790746999846,1235.7800488999928,1235.7800488999928,1235.7797691666676,1245.3735867999785,1237.0309189999825,1245.177082899987,[],1245.2661248999939,1245.266177499987,None,1245.2662314999907,1245.2662540999881,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,92,0,92,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,92,0,92,0,1245.3735867999785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_16_sub_2.mp4,audios/silence.mp3,visual,1245.3679429999902,1245.7697868999967,1245.9705833999906,1245.9705833999906,1245.9699198666533,1256.7658652999962,1247.2222440999758,1256.5540481999924,"[3.9370280999864917, 7.877179200004321]",1256.642328099988,1256.642448699975,None,1256.6426186999888,1256.6426468999998,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,93,0,93,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,93,0,93,0,1256.7658652999962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_06_nosub_2.mp4,audios/clip_wurst_06_nosub_2.mp3,audiovisual,1256.7618016999913,1257.1501708999858,1257.351101599983,1257.351101599983,1257.35049596665,1268.6322944999847,1268.4509927999752,1268.4511237999832,"[2.652013300015824, 8.384083300014026]",1268.5267401999736,1268.5267958999902,None,1268.5268333999848,1268.5268509000016,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,94,0,94,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,94,0,94,0,1268.6322944999847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_dampf_04_nosub_1.mp4,audios/silence.mp3,visual,1268.6262807999738,1269.0372585000005,1269.2527902000002,1269.2359356999805,1269.235798666665,1279.1011042999744,1270.4888967000006,1278.8673203999933,[5.020668199984357],1278.9689723999763,1278.9690105999762,None,1278.9690477999975,1278.9690646999807,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,95,0,95,,,,,,,,,,,,,,,,,,,,,,4,None,4.085380399978021,None,,,,,,,,,,,95,0,95,0,1279.1011042999744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_07_sub_1.mp4,audios/clip_hund_07_sub_1.mp3,audiovisual,1279.0955223999918,1279.468897999992,1279.6689149999875,1279.6689149999875,1279.6688903666548,1291.3847591999802,1291.3847591999802,1291.286983899976,[6.546283000003314],1291.3788767999795,1295.4852622999751,4,1295.4853231000016,1295.4853473999829,None,4,1291.3847591999802,1291.3847591999802,1291.3847591999802,4.085380399978021,None,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,96,0,96,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,96,0,96,0,1295.614603599999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_08_sub_1.mp4,audios/clip_lied_08_sub_1.mp3,audiovisual,1295.6108009999734,1295.9857119999942,1296.18703619999,1296.18703619999,1296.1866706666517,1305.4919415999902,,1305.2939355999988,[],1305.3625749999774,1305.3626067999867,None,1305.362636099977,1305.362652299984,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,97,0,97,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,97,0,97,0,1305.4919415999902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_11_sub_0.mp4,audios/clip_claude_11_sub_0.mp3,audiovisual,1305.4859476999845,1305.8763086999825,1306.0766714999918,1306.0766714999918,1306.0764507666502,1316.3519868000003,1316.109563599981,1316.1097379999992,[],1316.2186252999818,1316.2186590999772,None,1316.2186945999856,1316.218711900001,None,,,,,,,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,98,0,98,,,,,,,,,,,,,,,,,,,,,,3,None,4.72120719999657,None,,,,,,,,,,,98,0,98,0,1316.3519868000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_25_sub_1.mp4,audios/clip_weißt_25_sub_1.mp3,audiovisual,1316.3458164999902,1316.7181814999785,1316.9182371999777,1316.9182371999777,1316.9180213666443,1329.0472693999764,1328.9369680999953,1328.9371862999978,[5.14881460001925],1329.0419706999965,1333.7718969999987,3,1333.771960299986,1333.7719857999764,None,3,1329.0472693999764,1329.0472693999764,1329.0472693999764,4.72120719999657,None,,,,,,399,001,2026-03-30_13h59.33.957,exp_sofc,,2025.2.3,60.17111461228291,2026-03-30 13h59.34.470049 +0200,
,99,0,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,0,99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_02_sub_0.mp4,audios/silence.mp3,visual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
