instruction_text,thisN,thisTrialN,thisRepN,key_resp_instruction.keys,key_resp_instruction.rt,key_resp_instruction.duration,clip_file,clip_path,sound_path,movie,subtitles,n_cut,clip_num,first_cut,second_cut,clip_duration,attention_check_question,attention_check_correct,attention_check_distractor_1,attention_check_distractor_2,attention_check_distractor_3,prac_attention_resp.keys,prac_attention_resp.rt,prac_attention_resp.duration,exp_atttention_resp.keys,exp_atttention_resp.rt,exp_atttention_resp.duration,exp_pause_resp.keys,exp_pause_resp.rt,exp_pause_resp.duration,instruction_trials.thisRepN,instruction_trials.thisTrialN,instruction_trials.thisN,instruction_trials.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,thisRow.t,notes,instructions.started,text_instruction.started,key_resp_instruction.started,instructions.stopped,instruction_trials.key_resp_instruction.keys,instruction_trials.key_resp_instruction.rt,instruction_trials.key_resp_instruction.duration,informed_consent.started,slider_informed_consent.started,text_informed_consent.started,informed_consent.stopped,slider_informed_consent.response,slider_informed_consent.rt,begin_practice.started,begin_practice_text.started,begin_practice.stopped,Practice_clip_name,Practice_video_used,Practice_audio_used,Practice_modality,Practice_subtitles,Practice_attention_check,practice_clip.started,prac_feedback.started,prac_fixation_cross.started,prac_fixation_cross.stopped,prac_clip.started,prac_sound.started,prac_sound.stopped,prac_clip.stopped,practice_clip.stopped,prac_all_cut_rts,Practice_correct_key_required,practice_attention_check.started,prac_attention_resp.started,prac_question.started,prac_options.started,practice_attention_check.stopped,practice_trials.prac_attention_resp.keys,practice_trials.prac_attention_resp.rt,practice_trials.prac_attention_resp.duration,begin_experiment.started,begin_experiment_text.started,begin_experiment_text.stopped,begin_experiment.stopped,video_used,audio_used,condition_modality,experiment_clip.started,exp_fixation_cross.started,exp_fixation_cross.stopped,exp_clip.started,exp_sound.started,exp_sound.stopped,exp_clip.stopped,experiment_clip.stopped,all_cut_rts,correct_key_required,experiment_attention_check.started,exp_atttention_resp.started,exp_question.started,exp_options.started,experiment_attention_check.stopped,experiment_trials.exp_atttention_resp.keys,experiment_trials.exp_atttention_resp.rt,experiment_trials.exp_atttention_resp.duration,experiment_pause.started,experiment_pause.stopped,experiment_trials.exp_pause_resp.keys,exp_pause_text.started,exp_pause_resp.started,exp_countdown.started,experiment_trials.exp_pause_resp.rt,experiment_trials.exp_pause_resp.duration,end.started,text_end.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,83,0,83,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,83,0,83,0,1185.9509470000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_20_nosub_0.mp4,audios/clip_hund_20_nosub_0.mp3,audiovisual,1185.9470140000003,1186.3230186,1186.5235142000001,1186.5235142000001,1186.5232629666673,1198.0413459000001,1198.2605408,1198.0414924000006,[],,1198.1438347000003,,,,1198.1438805000007,None,,,1198.1439303000006,1198.1439537000006,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,84,0,84,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,84,0,84,0,1198.2605408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_26_nosub_1.mp4,audios/clip_weißt_26_nosub_1.mp3,audiovisual,1198.2567086,1198.6595233000007,1198.8594422000006,1198.8594422000006,1198.8593146666674,1209.0748008,1209.2597910000004,1209.0749245000006,[7.300769299999956],,1209.1714876000005,,,,1209.171523,None,,,1209.1715648,1209.171601,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,85,0,85,,,,,,,,,,,,,,,,,,,,,,1,3.4821517999998832,None,None,,,,,,,,,,,85,0,85,0,1209.2597910000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_12_nosub_1.mp4,audios/silence.mp3,visual,1209.255314,1209.6778672,1209.8781204000006,1209.8781204000006,1209.8779094666672,1211.1307445000002,1221.8976918000008,1221.7976086000008,[9.019605200000115],1,1221.8941737000005,1221.8976918000008,1221.8976918000008,1221.8976918000008,1225.3940783000007,1,3.4821517999998832,None,1225.3941363000004,1225.3941593,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,86,0,86,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,86,0,86,0,1225.5225575000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_32_nosub_1.mp4,audios/clip_wurst_32_nosub_1.mp3,audiovisual,1225.518435,1225.8945899999999,1226.0952272000004,1226.0952272000004,1226.0952309666666,1236.9044449000003,1236.9044449000003,1236.7113339000007,[7.084158000000571],,1236.7952253000003,,,,1236.7952534000005,None,,,1236.7952782000002,1236.7952928000004,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,87,0,87,,,,,,,,,,,,,,,,,,,,,,2,3.8247411000002103,None,None,,,,,,,,,,,87,0,87,0,1236.9044449000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_12_sub_1.mp4,audios/clip_hund_12_sub_1.mp3,audiovisual,1236.9004624,1237.3039397000002,1237.5053779,1237.5053779,1237.5048215666668,1248.8320359,1248.8320359,1248.7218481,[9.919166599999699],2,1248.8287706,1248.8320359,1248.8320359,1248.8320359,1252.6733764,2,3.8247411000002103,None,1252.6734340000003,1252.6734592000003,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,88,0,88,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,88,0,88,0,1252.7834107000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_30_sub_1.mp4,audios/clip_wurst_30_sub_1.mp3,audiovisual,1252.7795205000002,1253.1848173000008,1253.3857205000004,1253.3857205000004,1253.3853526666674,1263.4184043000005,1263.6333903000004,1263.4185693,[],,1263.5156755000007,,,,1263.5157073999999,None,,,1263.5157361000001,1263.5157511000007,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,89,0,89,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,89,0,89,0,1263.6333903000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_25_sub_1.mp4,audios/clip_wurst_25_sub_1.mp3,audiovisual,1263.6296547000002,1264.0178179000004,1264.218226,1264.218226,1264.2180449666669,1275.6481234000003,1275.6481234000003,1275.4371196000002,[],,1275.529673,,,,1275.5297298000005,None,,,1275.5297688,1275.5297875000006,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,90,0,90,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,90,0,90,0,1275.6481234000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_16_nosub_0.mp4,audios/clip_weißt_16_nosub_0.mp3,audiovisual,1275.6446917000003,1276.0326012000005,1276.2332451000002,1276.2332451000002,1276.2332068666667,1286.7490404,1286.9463337000007,1286.7491936000006,[],,1286.8538557000002,,,,1286.8539150000006,None,,,1286.8539590999999,1286.8539804000002,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,91,0,91,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,91,0,91,0,1286.9463337000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_27_sub_1.mp4,audios/silence.mp3,visual,1286.9423385,1287.3585228000002,1287.5593158000001,1287.5593158000001,1287.5591676666666,1288.8108288000003,1297.9668295000001,1297.7601858000007,[5.943215899999814],,1297.8447517000004,,,,1297.844787,None,,,1297.8448198000006,1297.8448491,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,92,0,92,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,92,0,92,0,1297.9668295000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_23_nosub_0.mp4,audios/clip_claude_23_nosub_0.mp3,audiovisual,1297.9633478000005,1298.3512323000004,1298.5529843000004,1298.5529843000004,1298.5523554666672,1310.9013697,1310.9013697,1310.7048258000004,[],,1310.7880073000006,,,,1310.7880717000007,None,,,1310.7881189,1310.7881504000006,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,93,0,93,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,93,0,93,0,1310.9013697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_12_sub_0.mp4,audios/clip_herz_12_sub_0.mp3,audiovisual,1310.8979838000005,1311.2964555000008,1311.4968242000004,1311.4968242000004,1311.496727566667,,1320.7904865,1320.6018147000004,[6.045947800000249],,1320.6798291000005,,,,1320.6798661000003,None,,,1320.6799044,1320.6799273000006,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,94,0,94,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,94,0,94,0,1320.7904865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_06_sub_1.mp4,audios/clip_lied_06_sub_1.mp3,audiovisual,1320.7870906000007,1321.1865660000003,1321.3871584000008,1321.3871584000008,1321.3869115666669,1334.2040568000002,1334.2040568000002,1334.0076262000002,[],,1334.0975135000008,,,,1334.0975512000005,None,,,1334.0975858000002,1334.0976069000008,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,95,0,95,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,95,0,95,0,1334.2040568000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_29_sub_0.mp4,audios/silence.mp3,visual,1334.1998142000002,1334.5990709000007,1334.7996709,1334.7996709,1334.7996704666668,1336.0518522000002,1345.0178920000008,1344.8319966,[],,1344.9163108000002,,,,1344.9163563000002,None,,,1344.9164221,1344.9164542000008,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,96,0,96,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,96,0,96,0,1345.0178920000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_17_sub_0.mp4,audios/silence.mp3,visual,1345.0140862000007,1345.4189462000004,1345.6196444000007,1345.6196444000007,1345.6195682666669,1346.871411,1357.3290365000003,1357.1384725000007,[],,1357.2141152000004,,,,1357.2141586000007,None,,,1357.2142055000004,1357.2142288000005,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,97,0,97,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,97,0,97,0,1357.3290365000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_02_nosub_2.mp4,audios/clip_lied_02_nosub_2.mp3,audiovisual,1357.3250372000002,1357.7130201,1357.9136435,1357.9136435,1357.9133280666667,1369.1373722000008,1369.1373722000008,1368.9307081000006,"[3.961515699999836, 9.345833200000015]",,1369.0234765000005,,,,1369.0235191000002,None,,,1369.0235789000008,1369.0236021,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,98,0,98,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,98,0,98,0,1369.1373722000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_11_nosub_1.mp4,audios/clip_hund_11_nosub_1.mp3,audiovisual,1369.1339453,1369.5235544000006,1369.7248123,1369.7248123,1369.724167966667,1379.4556256000005,1379.6320956,1379.4558261000002,[6.139478099999906],,1379.5441855,,,,1379.5442315,None,,,1379.5442625000005,1379.5442811000003,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,99,0,99,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,99,0,99,0,1379.6320956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_08_sub_0.mp4,audios/silence.mp3,visual,1379.6283223,1380.0560564000007,1380.2570514,1380.2570514,1380.256663266667,1381.5085884,1390.0572218000007,1389.8883457000002,[],,1389.9719081000003,,,,1389.9719686000008,None,,,1389.9720128,1389.9720290000005,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,100,0,100,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,100,0,100,0,1390.0572218000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_lied_07_sub_1.mp4,audios/silence.mp3,visual,1390.0524997000002,1390.4731588000004,1390.6740482000005,1390.6740482000005,1390.6736203666671,1391.9247066000007,1399.8776637,1399.7035531000001,[4.399169399999664],,1399.7824922,,,,1399.7825422000005,None,,,1399.7825829000003,1399.7825991,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,101,0,101,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,101,0,101,0,1399.8776637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_16_nosub_1.mp4,audios/silence.mp3,visual,1399.8725365,1400.2875519,1400.4887875000004,1400.4887875000004,1400.4883457666667,1401.7403933000005,1411.8730352000002,1411.6898054000003,[9.094661600000109],,1411.7779642000005,,,,1411.7780075,None,,,1411.7780423000004,1411.7780615000001,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,102,0,102,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,102,0,102,0,1411.8730352000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_16_sub_1.mp4,audios/silence.mp3,visual,1411.8703064000001,1412.2912259000004,1412.4922506000003,1412.4922506000003,1412.491735466667,1413.7436717,1424.7020828000004,1424.5121847999999,[10.266172200000256],,1424.6070723000003,,,,1424.6071279000007,None,,,1424.6071807000008,1424.6072099000003,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,103,0,103,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,103,0,103,0,1424.7020828000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_06_nosub_2.mp4,audios/clip_holo_06_nosub_2.mp3,audiovisual,1424.6985861000003,1425.1196349000002,1425.3209974000001,1425.3209974000001,1425.320869866667,1435.0849144000003,1435.2963884,1435.0850982000002,"[5.531503799999882, 8.671392599999308]",,1435.1826114000005,,,,1435.1827801,None,,,1435.1828254000002,1435.1828415,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,104,0,104,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,104,0,104,0,1435.2963884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_dampf_05_sub_2.mp4,audios/clip_dampf_05_sub_2.mp3,audiovisual,1435.2929574,1435.6983324000003,1435.8982801000002,1435.8982801000002,1435.8976800666671,,1444.7736546000006,1444.5948019000007,"[3.5438642999997683, 7.386899000000085, 8.725152299999536]",,1444.6665715,,,,1444.6666595000006,None,,,1444.6667102000001,1444.6667398,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,105,0,105,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,105,0,105,0,1444.7736546000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_13_nosub_0.mp4,audios/silence.mp3,visual,1444.7694216,1445.1794094000006,1445.3792751,1445.3792751,1445.3790589666671,1446.6310929,1454.8337637000004,1454.6104172000005,[],,1454.7192871000007,,,,1454.7193249000002,None,,,1454.7193587000002,1454.7193838000003,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,106,0,106,,,,,,,,,,,,,,,,,,,,,,1,2.8801524000000427,None,None,,,,,,,,,,,106,0,106,0,1454.8337637000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_20_sub_0.mp4,audios/clip_wurst_20_sub_0.mp3,audiovisual,1454.8301849,1455.2277377999999,1455.4282691000008,1455.4282691000008,1455.427959466667,1465.5406055000003,1465.5406055000003,1465.4447855000008,[],1,1465.5365639000001,1465.5406055000003,1465.5406055000003,1465.5406055000003,1468.423965,1,2.8801524000000427,None,1468.4240132000004,1468.4240328000005,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,107,0,107,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,107,0,107,0,1468.5178974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_29_nosub_1.mp4,audios/silence.mp3,visual,1468.5131893000007,1468.9332335,1469.1332563000005,1469.1332563000005,1469.1330180666666,1470.3848571000008,1480.9233986,1480.7344579,[6.717708599999241],,1480.8189012000003,,,,1480.8189317000006,None,,,1480.8189589000003,1480.8189737000002,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,108,0,108,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,108,0,108,0,1480.9233986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_04_sub_0.mp4,audios/silence.mp3,visual,1480.9181088000005,1481.3235965000003,1481.5244841000003,1481.5244841000003,1481.523822766667,1482.7761792000001,1491.2778006000008,1491.0562642000004,[],,1491.1572073000007,,,,1491.1572883,None,,,1491.1573399,1491.1573569000002,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,109,0,109,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,109,0,109,0,1491.2778006000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_holo_22_sub_1.mp4,audios/clip_holo_22_sub_1.mp3,audiovisual,1491.2742205000004,1491.6564791,1491.8576022000007,1491.8576022000007,1491.8568095666672,1501.2515872000004,1501.2515872000004,1501.0615146,[9.35122439999941],,1501.146307,,,,1501.1463564000005,None,,,1501.1463888000008,1501.1464078,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,110,0,110,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,110,0,110,0,1501.2515872000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_04_sub_2.mp4,audios/silence.mp3,visual,1501.2464765000004,1501.6472163000008,1501.8475768000008,1501.8475768000008,1501.8471612666674,1503.0996871000007,1513.6546326000007,1513.4655951000004,[7.2593839999999545],,1513.5581287000005,,,,1513.5581774000002,None,,,1513.5582222000003,1513.5582467000004,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,111,0,111,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,111,0,111,0,1513.6546326000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_10_nosub_0.mp4,audios/silence.mp3,visual,1513.6503706000003,1514.0732103,1514.2737197000006,1514.2737197000006,1514.2735419666672,1515.5248358,1525.6995190000007,1525.4909924000003,[],,1525.5793330000006,,,,1525.5793623,None,,,1525.5793892000002,1525.5794037000005,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,112,0,112,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,112,0,112,0,1525.6995190000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_hund_32_sub_1.mp4,audios/clip_hund_32_sub_1.mp3,audiovisual,1525.6955645000007,1526.0841972000007,1526.2843979,1526.2843979,1526.284098766667,1536.3166647000007,1536.5311490000004,1536.3168861000004,"[5.052397299999939, 7.996547800000371]",,1536.4061448000002,,,,1536.4062314000003,None,,,1536.4062792000004,1536.4062963000006,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,113,0,113,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,113,0,113,0,1536.5311490000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_14_nosub_2.mp4,audios/clip_weißt_14_nosub_2.mp3,audiovisual,1536.5271126000007,1536.9161221000004,1537.1175678,1537.1175678,1537.1163571666668,1546.0466884000007,1546.2563844000006,1546.0468643000004,"[2.7345274999997855, 8.001279399999476]",,1546.1402466,,,,1546.1402809,None,,,1546.1403243000004,1546.1403599000005,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,114,0,114,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,114,0,114,0,1546.2563844000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_herz_13_nosub_0.mp4,audios/clip_herz_13_nosub_0.mp3,audiovisual,1546.2524408,1546.6408655000005,1546.8412276,1546.8412276,1546.8411805666667,,1558.2588157,1558.0453780000007,[],,1558.1321434000001,,,,1558.1322261000005,None,,,1558.1322760000003,1558.1322952,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,115,0,115,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,115,0,115,0,1558.2588157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_weißt_27_nosub_1.mp4,audios/clip_weißt_27_nosub_1.mp3,audiovisual,1558.2546795000007,1558.6426190000002,1558.8432322000008,1558.8432322000008,1558.8426628666668,1568.9251098000004,1569.0972289000001,1568.9252853000007,[8.245133599999463],,1569.0080989000007,,,,1569.0081371000006,None,,,1569.0081751000007,1569.0081907000003,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,116,0,116,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,116,0,116,0,1569.0972289000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_04_nosub_2.mp4,audios/silence.mp3,visual,1569.0931657,1569.5095182000005,1569.7103267000002,1569.7103267000002,1569.7100604666668,1570.9617471000001,1578.9354073000004,1578.7409237000002,[8.41559899999993],,1578.8365729000006,,,,1578.8366442000006,None,,,1578.8366881000002,1578.8367039000004,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,117,0,117,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,117,0,117,0,1578.9354073000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_wurst_23_sub_2.mp4,audios/silence.mp3,visual,1578.9326108000005,1579.3498485,1579.5501363000003,1579.5501363000003,1579.5498463666665,1580.8018628,1590.2595479000001,1590.0666374000002,"[3.6818437000001722, 7.799506700000165]",,1590.1551012,,,,1590.1551695000007,None,,,1590.1552143,1590.1552307000002,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,118,0,118,,,,,,,,,,,,,,,,,,,,,,None,,,None,,,,,,,,,,,118,0,118,0,1590.2595479000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_03_sub_1.mp4,audios/silence.mp3,visual,1590.2558553,1590.6588330000004,1590.8598082000008,1590.8598082000008,1590.8593501666667,1592.112059,1602.5589311000003,1602.3788303000001,[5.179702200000065],,1602.4668411000002,,,,1602.4668754000004,None,,,1602.4669125,1602.4669284000001,None,,,,,,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
,119,0,119,,,,,,,,,,,,,,,,,,,,,,None,,,space,1.847623399999975,None,,,,,,,,,119,0,119,0,1602.5589311000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clips/clip_claude_27_nosub_0.mp4,audios/silence.mp3,visual,1602.5559000000003,1602.9780831000007,1603.1791498000002,1603.1791498000002,1603.178553566667,1604.4304558000003,1615.2989681,1615.1976854000004,[1.5887471999994887],,1615.2914525000006,,,,1615.2914855,None,,,1615.2915176000006,1617.1586492000006,space,1615.2989681,1615.2989681,1615.2989681,1.847623399999975,None,,,320,001,2026-03-31_16h06.21.339,exp_sofc,,2025.2.3,59.41724751971676,2026-03-31 16h06.22.382603 +0200,
